INSCRIÇÃO;CÓDCURSO;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180
1713047;3;A;B;C;D;D;E;E;A;B;E;D;D;C;A;A;A;C;D;D;E;D;C;C;D;B;A;D;D;C;A;A;A;D;C;B;C;A;C;D;E;C;E;C;B;C;E;D;B;C;E;B;A;C;E;E;D;B;A;E;D;D;E;A;D;C;D;C;C;D;A;A;D;E;E;B;B;C;E;A;A;D;D;D;A;C;A;B;C;E;D
1713046;3;B;E;D;C;D;C;D;C;B;D;B;E;A;B;B;D;D;E;C;B;E;C;A;B;C;C;C;D;D;B;A;A;C;B;A;A;B;B;C;D;B;C;B;C;E;B;E;C;C;B;B;D;A;B;D;B;D;D;B;E;D;E;B;D;E;C;D;B;E;A;E;D;B;D;A;D;C;E;A;C;A;D;A;A;D;D;D;C;E;D
1713043;3;D;B;C;C;D;E;E;A;E;E;A;D;A;C;C;C;A;E;D;E;B;C;D;D;C;A;D;D;B;C;B;A;A;C;D;B;A;B;E;C;C;E;C;C;E;D;D;C;C;D;B;B;E;D;E;A;B;E;A;A;D;E;D;A;A;D;C;A;B;C;D;E;D;C;B;A;B;C;D;E;D;C;B;A;B;C;D;E;D;C
1713041;3;B;C;C;C;D;D;A;D;C;E;D;D;A;B;D;C;C;C;C;B;D;D;B;D;B;C;E;D;D;A;B;D;C;C;D;C;C;C;C;D;D;A;B;D;E;D;D;C;A;D;B;D;C;E;C;B;D;A;D;A;D;A;D;E;D;B;D;A;D;A;C;D;E;C;D;B;C;D;A;B;C;D;A;D;E;D;C;B;C;D
1713040;3;A;C;B;D;D;B;B;E;D;A;D;D;B;B;D;A;C;C;D;E;C;C;D;D;B;A;D;D;B;A;B;C;C;C;C;C;C;D;B;D;D;A;E;D;D;A;D;C;E;D;E;A;C;B;C;A;E;A;B;B;A;E;E;B;A;C;C;B;C;E;D;D;C;C;E;E;A;C;A;C;E;D;D;A;E;A;C;C;B;D
1713038;3;A;C;D;D;D;E;A;C;B;E;D;D;B;C;C;B;D;D;D;E;C;A;E;D;B;A;D;D;D;A;E;E;C;C;D;E;A;E;E;A;A;A;B;A;D;A;A;C;D;E;B;D;D;B;C;C;A;C;A;B;D;E;B;D;B;D;C;B;A;A;A;D;C;D;D;D;;C;A;C;D;A;A;B;E;E;D;C;B;B
1713037;3;A;C;C;C;D;E;C;C;D;E;D;D;C;B;D;A;A;C;D;E;C;C;E;D;B;C;D;D;B;C|E;B;D;C;C;C|E;C;C;C;C;A;D;A;C;C;E;A;D;C;C;E;C;A;C;B;C;C;D;A;A;B;D;E;C;C;C;C;C;A;C;A;B;D;E;D;E;E;E;C;A;C;C;D;A;C;E;A;C;C;E;C
1713036;3;E;E;D;C;C;E;A;A;D;B;D;D;A;B;D;A;B;C;A;E;D;D;E;D;B;E;B;A;D;B;A;D;C;B;C;D;C;D;C;A;B;B;B;D;A;B;D;C;E;D;B;A;C;B;B;A;A;A;E;B;D;E;D;C;C;B;C;C;E;A;A;D;A;E;A;C;E;B;A;A;D;D;C;C;C;D;E;;E;D
1713035;3;B;C;D;D;C;D;B;D;B;D;D;D;C;B;D;E;C;B;D;E;D;D;E;D;B;D;E;C;D;D;A;A;A;C;E;B;A;E;C;E;B;E;C;B;C;B;D;C;E;B;B;A;A;B;C;E;E;D;D;E;D;D;C;B;E;D;D;B;E;A;A;D;E;E;C;C;C;B;A;A;B;A;D;C;C;C;A;B;B;D
1713034;3;A;C;B;B;D;A;A;D;C;C;D;D;A;B;D;B;A;A;D;E;B;D;B;D;C;D;D;D;B;C;D;D;C;C;C;C;C;A;E;B;D;E;A;B;C;A;D;C;A;C;B;B;D;B;C;C;C;A;E;E;D;A;C;D;C;D;C;E;C;A;B;D;B;E;D;D;B;C;A;;B;A;A;B;D;D;D;C;E;D
1713033;3;C;B;B;A;B;C;C;B;B;C;D;B;D;C;C;D;D;E;C;A;C;B;A;A;B;B;C;B;A;C;B;C;D;A;D;C;C;C;C;C;A;C;E;D;C;A;D;C;D;E;C;E;E;D;C;E;A;D;D;E;E;E;B;E;C;D;B;D;C;A;D;E;D;A;B;B;C;C;B;D;C;D;A;C;A;D;B;B;C;C
1713032;3;C;D;C;E;D;B;D;C;D;B;C;D;C;A;D;A;D;C;B;E;D;C;E;D;B;B;D;D;C;E;B;D;C;C;D;C;C;E;A;B;D;D;C;D;E;A;A;B;E;B;C;D;C;B;C;E;A;A;D;B;C;D;E;E;A;C;A;B;B;A;A;D;B;C;B;A;E;A;A;D;B;C;C;C;D;A;C;D;A;C
1713030;3;E;D;C;C;D;E;A;D;D;D;D;C;C;E;B;A;D;A;A;E;B;C;E;D;B;A;D;E;D;A;E;C;C;C;B;C;B;A;C;C;A;E;C;E;D;A;D;C;B;B;B;A;E;C;D;A;D;C;A;E;D;E;D;C;C;D;C;E;C;A;D;E;C;E;A;D;C;B;A;D;B;A;A;A;C;A;E;A;E;C
1713029;3;C;C;C;A;D;B;B;D;C;A;B;D;A;A;C;A;D;D;D;E;D;B;B;D;B;B;D;E;B;A;B;B;C;A;B;C;A;D;B;B;A;D;E;D;D;A;D;C;E;E;B;B;C;B;B;C;E;A;A;E;D;E;B;D;C;C;C;E;B;A;A;D;C;E;A;A;D;C;A;A;E;D;D;C;C;A;C;B;D;D
1713028;3;A;C;B;B;D;E;A;E;B;D;A;D;C;C;D;A;B;D;B;E;D;E;E;D;C;C;D;D;B;A;B;D;B;A;D;B;E;C;A;D;E;B;A;D;E;E;C;B;A;C;E;D;C;E;A;C;E;D;A;B;D;E;C;B;D;B;D;B;C;A;A;D;B;E;B;D;C;C;D;A;E;D;C;C;E;A;C;E;E;C
1713027;3;A;C;E;D;C;A;B;C;A;D;C;D;D;A;A;B;C;A;B;E;A;B;E;D;C;A;D;B;C;E;A;D;C;C;C;E;A;B;C;E;D;D;E;A;B;E;D;C;A;E;B;A;B;D;D;A;A;A;B;B;D;D;B;A;C;C;C;A;B;B;E;D;A;E;A;D;C;B;A;E;A;B;A;A;E;A;D;;A;C
1713026;3;A;C;C;B;D;E;A;E;D;E;E;D;D;B;D;A;A;C;D;E;A;D;E;D;B;A;C;D;D;A;D;D;C;C;C;B;A;D;C;C;D;A;A;A;E;B;D;C;A;E;B;A;D;B;C;D;E;A;E;B;D;E;D;D;C;E;C;E;E;B;B;D;B;C;B;A;C;;A;B;B;D;A;C;D;B;D;C;B;D
1713025;3;A;C;D;C;D;E;D;D;D;E;D;D;C;B;D;A;A;C;D;E;D;C;B;D;B;A;E;D;D;A;A;D;D;C;D;C;C;C;B;E;D;A;E;D;D;A;D;C;E;E;B;A;C;B;D;C;D;A;A;C;D;D;D;B;B;D;C;E;B;A;E;D;B;E;B;E;C;A;A;D;B;D;A;B;E;C;D;A;C;E
1713024;3;A;B;D;C;D;C;D;C;D;D;D;D;A;B;D;A;B;C;C;E;D;E;E;D;B;C;D;D;D;A;B;D;C;C;C;C;C;A;E;A;D;A;B;B;C;D;D;C;D;E;B;A;C;B;D;E;B;A;C;D;D;A;A;D;B;C;C;E;B;B;B;E;B;C;E;E;B;B;A;B;B;D;A;D;C;A;D;A;E;C
1713022;3;B;D;C;C;C;D;D;B;C;C;D;B;A;A;A;B;C;D;C;E;D;D;B;D;B;D;B;C;C;D;A;D;C;C;C;C;A;A;B;A;B;D;D;C;E;A;D;C;E;E;E;A;C;E;C;B;D;C;A;E;D;E;D;B;B;D;C;B;B;A;D;E;B;D;A;E;B;D;A;A;E;D;A;B;A;A;C;D;E;C
1713021;3;C;C;C;C;D;C;C;D;D;E;D;D;C;B;D;A;B;C;D;E;B;B;B;D;C;A;E;D;D;A;A;D;C;C;D;C;C;C;C;D;D;A;C;C;E;A;D;B;C;D;E;A;C;B;B;A;E;A;E;B;B;A;D;D;C;D;C;E;C;E;A;E;B;E;D;E;C;D;A;C;B;A;D;C;B;D;C;D;E;D
1713018;3;A;C;B;C;D;B;D;D;C;E;D;D;C;D;D;A;B;D;C;E;B;C;E;D;B;C;E;D;E;A;D;A;C;C;D;C;B;A;C;B;D;B;D;B;D;A;D;C;E;D;B;D;C;C;D;B;A;C;E;E;B;A;C;B;B;D;C;E;C;A;C;D;C;D;E;C;A;D;C;C;B;D;A;C;D;E;D;C;A;D
1713017;3;C;C;C;A;D;E;D;E;D;B;D;D;A;B;D;A;B;B;B;E;D;A;E;D;B;B;C;D;C;A;A;D;D;C;C;B;C;A;C;E;D;A;B;C;B;B;D;C;C;B;B;A;A;B;C;E;B;A;E;E;D;D;A;B;A;C;C;B;B;A;A;D;B;E;B;C;E;C;A;A;E;D;C;D;C;A;E;C;B;C
1713014;3;C;C;C;C;D;C;A;D;C;E;D;D;C;C;D;C;E;D;D;C;D;;E;D;B;A;D;D;B;A;B;D;C;C;C;C;C;C;A;C;D;E;C;B;C;A;D;C;C;E;B;A;C;B;C;C;B;C;C;B;D;E;A;D;C;D;C;C;C;A;A;D;C;A;B;C;A;C;A;C;C;D;A;D;C;A;E;C;E;D
1713013;3;C;E;D;B;C;E;D;A;D;D;E;D;A;E;C;A;D;B;A;A;A;C;A;D;B;B;D;E;D;C;B;A;C;C;E;C;A;D;C;A;D;E;C;A;D;E;D;B;E;B;B;B;A;B;B;C;C;B;B;E;D;E;E;B;B;C;D;C;C;A;A;D;A;C;B;C;E;B;A;A;B;D;D;C;D;A;C;A;E;B
1713012;3;A;C;C;C;D;D;E;E;C;B;D;D;C;B;C;C;C;C;D;E;B;B;E;D;C;A;D;D;C;A;B;A;C;C;E;C;C;D;C;C;D;C;C;C;C;E;D;C;C;E;B;A;D;B;C;C;D;C;A;B;D;E;C;E;C;B;C;C;D;A;A;D;C;D;B;C;C;C;A;C;B;D;C;C;E;E;D;A;E;D
1713011;3;A;B;E;C;D;B;C;E;D;E;D;D;C;B;D;A;A;B;D;E;D;B;E;D;B;A;D;D;E;E;A;A;C;C;C;C;C;A;C;E;D;A;E;D;B;C;D;C;D;C;B;B;C;B;E;B;D;A;C;E;D;E;C;C;D;B;C;A;C;A;A;D;B;E;A;E;A;B;A;D;B;D;D;C;C;E;E;E;E;C
1713010;3;C;E;C;C;D;B;C;D;E;E;C;D;C;C;C;A;A;B;B;E;C;C;C;C;C;A;C;E;C;C;B;D;C;C;C;C;C;C;A;C;D;A;C;C;C;E;D;C;C;E;B;A;C;B;C;C;D;A;A;B;E;E;C;D;C;D;C;D;C;D;B;D;E;E;B;C;C;C;A;C;B;D;A;C;E;A;C;C;E;D
1713009;3;A;E;A;B;C;E;D;D;D;E;B;D;B;B;A;A;C;C;D;E;A;B;B;D;C;A;D;D;E;A;A;A;C;C;C;C;C;A;C;B;D;C;C;B;C;A;D;C;C;A;B;D;C;B;C;C;E;A;B;E;E;E;B;B;B;C;C;A;B;A;A;D;B;A;E;E;E;B;A;C;C;D;A;C;E;A;D;C;D;C
1713006;3;C;D;B;B;D;B;D;D;B;D;C;D;C;D;D;A;C;A;D;E;D;B;E;D;B;A;E;D;C;E;A;A;C;C;C;C;A;B;C;D;E;A;E;A;B;E;D;C;E;E;E;D;B;B;C;A;D;A;B;E;D;A;C;B;C;C;B;B;C;A;A;D;A;E;E;E;C;D;C;B;E;D;A;C;E;E;B;A;A;C
1713005;3;B;E;C;A;C;B;C;D;D;B;C;C;A;A;E;B;C;E;D;A;C;A;C;D;E;A;D;A;C;E;B;D;A;B;E;C;C;C;A;B;D;D;B;A;E;A;A;C;E;D;A;D;E;C;C;A;D;E;A;B;D;A;E;C;B;C;C;D;C;A;B;D;E;B;B;D;B;B;A;B;E;D;B;A;D;D;A;A;A;C
1713003;3;A;C;B;D;D;E;D;D;B;E;D;D;A;C;D;A;A;C;D;E;D;C;E;D;C;A;D;D;D;D;B;D;C;C;C;C;C;C;C;D;D;A;B;D;D;A;D;B;B;D;A;A;A;B;D;B;A;C;E;B;D;E;B;C;D;D;C;E;C;B;A;D;E;C;E;C;B;C;A;A;E;D;D;C;C;A;B;C;B;C
1712196;2;B;C;A;B;E;C;D;D;D;E;B;B;A;B;D;C;D;B;D;A;;E;A;C;D;B;;E;B;A;E;B;E;E;C;A;B;A;A;A;C;E;C;E;D;A;D;D;B;C;C;E;B;A;D;E;D;D;C;C;;D;C;E;C;A;A;A;B;B;B;;C;A;A;;C;D;B;B;C;A;A;E;E;C;A;B;C;D
1712193;2;A;C;B;C;D;E;E;D;C;D;D;D;A;B;D;A;E;E;D;E;A;E;E;D;B;A;D;D;D;A;B;D;C;C;C;C;A;C;A;B;D;A;E;A;A;A;D;C;B;E;B;D;D;B;C;A;B;A;B;B;D;E;C;B;C;C;A;C;B;A;A;D;;E;B;E;B;B;A;D;E;A;D;A;E;E;C;C;E;D
1712191;2;A;C;D;A;D;E;D;E;C;D;B;D;C;B;E;A;C;C;D;B;B;E;E;D;B;A;A;D;E;A;B;D;C;C;C;B;B;B;C;A;D;B;E;A;E;E;D;C;C;E;B;B;B;B;C;E;D;A;A;E;D;E;A;;C;D;C;E;B;A;A;D;B;A;B;E;C;C;A;A;B;D;A;B;D;D;D;D;E;C
1712190;2;D;D;C;A;A;E;E;C;A;C;A;D;C;D;B;B;B;D;A;E;E;C;B;A;B;C;A;;C;C;E;B;D;E;A;D;A;A;B;A;A;E;D;E;E;A;D;E;E;E;B;B;D;C;E;A;A;B;A;E;C;E;A;C;D;D;D;E;D;B;A;A;A;A;B;D;B;E;A;C;B;D;D;C;C;D;B;C;A;E
1712189;2;B;E;D;C;D;E;D;C;D;D;C;D;A;D;A;B;B;C;B;E;D;E;E;D;B;A;E;C;D;A;B;D;C;C;D;C;A;B;A;D;D;B;B;A;A;A;D;C;E;E;B;A;C;B;C;A;A;C;E;E;D;E;C;B;C;D;C;D;C;A;D;D;E;D;B;B;C;C;B;B;E;D;A;B;D;D;C;E;A;C
1712185;2;A;C;C;A;D;E;B;D;D;D;D;D;C;B;D;A;C;C;E;E;D;B;E;D;B;A;E;D;D;B;A;A;C;C;C;C;E;D;C;B;A;A;B;C;C;E;A;B;C;C;D;B;C;B;B;D;E;C;E;B;D;D;D;A;E;C;A;E;E;B;C;D;C;D;D;A;E;C;A;A;B;D;A;A;D;E;B;C;E;C
1712182;2;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;B;D;C;C;E;B;A;C;D;C;B;D;B;C;B;D;E;D;C;A;C;C;C;B;A;C;C;C;D;A;C;E;C;A;C;C;D;A;A;C;C;B;C;D;C
1712181;2;A;C;C;D;D;C;E;D;E;D;E;D;A;B;C;A;B;D;C;E;A;A;B;D;C;D;E;B;B;E;C;D;A;E;E;C;C;C;B;D;C;A;D;B;A;D;D;D;E;E;B;A;C;E;B;C;C;A;E;E;D;E;A;D;D;D;C;E;C;A;E;D;E;D;A;E;C;C;A;A;C;D;C;B;C;A;E;A;E;D
1712179;2;A;C;C;C;D;E;E;D;C;E;C;D;C;B;D;A;C;D;A;E;E;C;D;D;C;A;D;D;C;A;A;D;C;C;C;C;B;E;C;D;E;D;B;C;D;A;D;D;A;B;B;A;C;D;C;C;C;A;C;E;D;E;B;C;A;D;C;A;C;A;A;D;C;E;B;C;D;B;A;D;E;A;A;C;E;E;B;C;B;D
1712176;2;A;C;D;C;D;E;C;B;D;E;D;D;C;C;D;A;A;C;B;E;D;C;E;D;C;A;B;D;D;A;D;A;C;C;C;C;B;D;E;C;D;B;B;B;E;B;D;C;E;D;B;A;D;B;C;C;B;B;A;E;D;E;C;B;E;D;D;B;C;B;A;D;A;C;B;A;C;D;A;E;E;D;D;D;E;A;E;C;D;C
1712175;2;A;B;A;C;D;E;D;D;C;E;C;D;A;;;A;;C;D;E;C;;E;D;C;A;D;D;C;A;A;;C;C;D;C;C;A;C;A;D;B;C;D;E;A;C;C;E;D;B;A;C;B;;C;D;A;D;B;D;E;D;B;C;D;C;D;B;E;A;E;;E;C;;A;;A;;E;D;D;D;E;;;;;
1712170;2;B;D;A;A;D;B;D;A;D;B;D;B;D;B;D;A;D;D;B;E;C;B;;D;B;A;E;C;D;E;C;D;C;B;B;C;C;A;E;D;E;D;B;A;C;E;D;B;E;C;B;A;C;D;C;C;E;C;D;E;E;E;C;B;C;D;D;A;A;A;A;D;E;E;C;E;B;D;A;E;A;A;A;C;D;E;A;C;D;C
1712163;2;A;E;C;B;D;C;E;D;C;A;B;D;C;C;D;A;E;C;D;E;B;E;B;C;C;D;B;B;D;A;E;C;C;B;E;A;C;D;B;D;D;D;C;E;A;A;D;C;C;D;B;B;D;B;E;A;A;A;E;B;D;A;C;C;C;B;C;D;C;A;A;E;B;D;A;C;E;C;A;B;D;C;D;C;D;A;E;A;D;A
1712160;2;C;D;C;A;D;D;D;E;E;B;E;D;B;E;A;A;B;D;B;E;C;B;E;D;B;C;D;A;B;B;B;A;C;C;C;C;A;B;C;C;E;E;E;A;C;A;D;D;B;E;B;A;C;B;A;A;B;C;B;D;E;E;D;C;A;C;D;A;B;A;C;D;A;E;E;C;E;C;A;E;C;D;D;C;B;B;A;D;D;E
1712159;2;B;D;C;D;D;A;D;B;C;C;C;D;D;A;D;B;D;C;C;E;E;A;A;D;A;B;E;D;C;E;B;A;E;B;B;C;B;A;C;C;C;C;D;B;A;C;E;C;E;E;D;E;C;D;B;A;E;A;E;C;D;C;D;C;C;D;A;C;B;A;C;B;B;D;A;C;C;B;A;D;E;E;D;A;A;E;D;C;E;E
1712147;2;B;D;C;D;D;A;D;D;B;A;A;C;E;D;D;C;B;C;A;D;E;B;B;A;C;E;E;E;B;D;A;C;B;C;D;C;A;B;E;C;C;D;E;B;A;C;A;A;D;B;E;C;B;C;D;B;E;A;D;D;C;A;B;B;D;E;C;A;D;C;E;D;A;D;B;B;C;A;E;C;A;A;B;A;D;C;B;D;D;C
1712145;2;D;D;C;C;D;B;D;D;B;E;D;D;A;C;D;A;C;C;B;E;D;A;D;D;B;A;D;D;E;E;B;B;C;A;C;B;E;E;B;B;D;D;B;C;C;B;C;C;A;D;B;B;A;B;B;B;B;E;E;E;D;E;C;C;C;D;C;A;A;A;B;B;C;C;B;D;A;D;A;C;B;D;A;C;E;A;D;B;C;E
1712142;2;A;E;C;A;D;E;D;D;B;A;E;D;C;A;A;A;C;C;D;E;D;C;B;D;C;A;E;D;E;A;B;A;C;C;C;C;A;D;C;A;D;B;E;E;E;A;D;C;E;C;E;C;B;B;D;B;B;C;B;E;D;E;D;A;C;A;D;A;C;A;A;E;A;D;D;E;C;B;A;B;C;C;D;E;D;E;D;E;E;C
1712139;2;B;C;A;C;D;E;D;B;A;B;C;D;A;D;A;A;B;B;A;A;C;C;B;A;E;C;E;A;C;D;E;A;C;C;D;C;B;A;A;B;B;C;D;A;E;E;A;C;C;D;C;B;D;B;B;B;D;A;A;B;D;E;A;C;B;D;D;C;E;A;D;D;A;A;D;A;C;B;E;A;E;D;A;C;D;A;A;E;E;C
1712132;2;A;D;E;D;D;B;D;B;D;D;E;D;D;E;C;A;B;B;D;E;D;C;E;D;C;E;D;C;D;E;B;D;C;C;A;C;A;D;C;E;D;D;E;A;B;A;D;B;E;B;E;C;C;B;A;C;B;E;A;B;D;E;C;C;A;C;C;A;B;A;A;D;D;D;A;E;C;B;A;D;E;D;A;A;C;E;B;C;D;D
1712130;2;B;C;C;D;D;B;D;D;C;C;D;D;A;D;D;A;C;D;D;E;B;D;E;D;C;A;E;D;A;A;C;D;C;C;E;C;D;D;C;D;D;E;A;C;E;E;D;C;E;C;B;A;B;B;C;A;C;A;E;B;D;A;C;E;A;D;A;A;C;A;A;D;C;D;C;E;C;C;A;E;E;D;D;E;E;A;A;C;B;C
1712123;2;A;E;C;A;D;E;D;D;D;D;D;D;C;B;D;C;A;D;D;E;D;B;B;D;C;A;E;D;D;A;B;A;D;C;C;C;C;D;C;A;D;A;B;D;E;A;E;C;A;B;A;B;B;E;A;B;D;A;B;B;C;E;C;B;C;D;A;E;B;A;A;E;A;A;B;E;C;C;A;D;E;E;D;C;E;E;A;A;B;D
1712119;2;E;C;C;C;D;B;A;E;D;A;A;D;C;A;D;B;A;D;A;E;D;A;D;B;B;A;C;E;C;C;D;C;B;D;B;D;A;D;C;C;A;D;B;E;D;E;D;A;B;E;B;A;A;E;C;C;C;D;B;B;A;A;C;D;A;E;D;C;B;A;A;A;D;E;A;D;E;C;A;B;C;D;D;D;E;A;D;D;A;E
1712118;2;C;D;B;E;D;B;A;B;C;E;A;D;D;C;B;A;D;E;D;E;B;C;E;D;B;B;C;A;D;E;B;A;D;E;B;C;C;D;E;B;A;C;D;D;E;E;D;C;E;D;B;D;B;B;E;D;A;A;C;C;E;E;D;A;B;D;C;E;B;A;D;D;E;C;B;C;C;A;A;D;B;D;D;A;B;D;B;E;A;C
1712116;2;A;A;B;D;E;D;D;A;A;E;B;D;D;A;C;A;B;C;D;E;C;A;B;D;C;B;B;B;C;E;B;A;C;B;C;B;B;A;C;B;B;C;E;A;A;A;D;E;A;E;B;D;B;B;B;A;D;A;E;E;D;E;A;C;B;D;C;A;E;A;A;D;D;E;A;C;C;B;A;B;B;A;A;A;D;E;C;D;A;D
1712115;2;A;B;C;B;D;D;D;D;B;D;B;D;C;C;D;B;C;C;D;E;D;C;E;D;B;D;E;C;B;B;C;A;C;A;C;C;A;D;E;C;D;D;B;B;D;B;A;C;E;A;B;B;C;B;E;C;A;B;A;A;D;E;B;B;C;C;C;D;B;A;A;D;C;E;B;B;A;C;A;C;C;A;A;C;D;D;C;A;A;C
1712114;2;A;B;B;C;D;E;B;E;C;E;D;D;A;B;D;A;C;C;D;E;D;C;E;D;C;E;C;D;D;A;B;D;C;A;C;C;C;A;C;A;D;A;E;D;E;A;A;C;C;A;B;B;C;E;D;E;D;A;C;E;D;A;D;B;A;C;C;E;C;E;A;D;D;D;D;E;C;A;A;D;B;D;D;C;E;A;C;E;B;C
1712113;2;A;E;E;C;D;E;A;D;C;D;A;D;C;D;C;A;E;C;C;E;B;C;C;D;B;C;A;D;E;A;B;C;C;B;E;C;B;D;D;C;D;D;B;C;D;B;D;C;A;D;A;A;E;B;C;C;A;A;A;B;E;D;D;C;C;B;A;E;B;B;A;D;B;E;D;A;A;C;A;C;B;D;D;D;E;A;C;B;D;E
1712112;2;A;E;B;C;B;E;E;A;C;C;B;B;D;C;A;A;B;C;E;E;E;D;E;D;B;A;B;E;D;A;B;A;C;C;C;C;A;C;B;D;E;E;A;D;E;A;D;C;B;D;E;A;C;B;E;D;D;B;B;B;D;C;D;B;C;D;D;B;E;A;A;D;E;B;B;C;C;E;A;D;B;D;D;C;D;E;D;B;E;C
1712109;2;A;C;B;C;D;A;D;C;B;A;C;D;C;A;C;A;D;B;A;E;A;B;C;D;B;A;E;E;D;D;A;A;D;A;C;D;C;A;D;E;B;A;E;D;B;A;D;C;E;E;B;A;D;B;C;A;D;A;C;B;D;E;C;D;A;D;C;E;B;A;A;D;A;A;D;E;C;B;A;A;E;A;D;A;E;A;D;C;B;D
1712106;2;A;A;C;A;C;D;D;D;A;E;A;A;D;A;A;B;A;A;D;B;B;A;D;A;B;A;A;C;D;C;D;B;A;A;B;C;C;A;C;;A;C;B;C;D;B;E;B;E;D;B;C;C;B;C;A;A;D;C;E;D;E;E;B;B;C;A;D;C;E;C;D;C;E;C;A;D;C;A;D;D;D;D;D;;E;E;B;E;A
1712101;2;A;C;E;D;D;E;D;D;E;B;E;D;D;C;C;A;B;C;C;E;D;B;B;D;B;A;D;E;B;C;B;D;C;C;C;C;A;D;E;C;D;B;E;A;E;A;D;C;B;D;A;D;C;B;D;B;B;A;C;E;D;E;D;B;C;D;C;A;C;A;D;D;B;B;A;C;C;B;A;D;A;A;A;D;C;D;E;C;A;C
1712098;2;A;D;B;A;D;E;B;E;C;D;C;D;E;B;E;B;D;C;D;E;C;B;D;D;C;B;D;A;C;B;C;E;C;A;B;C;B;A;D;B;E;D;E;A;D;A;D;C;A;C;B;C;C;B;C;B;A;A;D;E;D;E;D;D;C;D;C;C;C;A;A;E;D;A;B;E;C;D;A;B;C;D;A;C;C;A;A;C;B;D
1712096;2;A;D;C;C;D;B;D;B;D;E;D;D;D;B;D;A;C;C;D;E;D;D;C;D;C;A;D;D;C;A;B;D;C;C;D;C;B;A;E;A;E;D;E;B;E;E;D;C;E;C;B;D;C;B;C;E;A;B;A;D;E;D;D;D;E;C;C;B;C;A;D;D;C;E;A;C;E;D;A;E;A;D;A;B;C;E;B;C;B;C
1712095;2;A;C;C;C;D;E;D;C;D;A;C;D;C;B;D;A;B;C;A;E;A;E;E;D;B;A;C;D;D;A;B;A;C;C;C;C;C;E;E;A;D;A;D;C;D;A;D;B;D;E;B;D;B;B;D;B;E;A;E;B;D;D;A;E;C;C;C;C;C;A;A;D;E;E;C;E;C;C;A;D;B;A;D;C;E;D;B;A;E;D
1712092;2;B;C;B;D;D;E;E;E;C;E;D;D;A;B;D;A;C;C;D;E;D;B;C;D;C;A;E;D;E;A;A;A;C;C;D;C;B;A;C;C;D;A;A;B;E;A;D;C;C;E;B;B;C;B;C;A;D;B;E;E;D;E;D;E;C;C;C;E;E;E;A;D;D;C;B;C;C;D;A;D;B;D;A;C;E;A;B;C;D;C
1712091;2;A;D;D;B;D;B;D;D;C;B;A;D;C;B;D;B;C;C;D;E;D;B;E;D;B;D;D;D;B;A;A;D;C;C;C;E;D;D;A;A;D;A;E;B;E;A;D;C;A;B;B;A;E;B;A;A;C;A;D;B;D;E;D;D;C;C;A;E;C;A;A;D;E;A;A;A;E;D;A;D;E;D;A;D;E;D;C;A;B;D
1712090;2;A;C;C;B;D;E;D;D;D;E;D;D;D;A;C;A;C;A;E;E;B;E;B;D;B;A;B;D;B;A;B;D;C;C;B;B;B;B;C;B;D;B;A;A;D;B;E;C;E;E;B;A;C;B;B;B;D;A;A;A;A;E;B;B;B;C;C;B;B;B;B;D;B;E;A;E;C;C;A;B;B;D;A;C;E;A;B;B;E;E
1712089;2;B;D;C;D;D;C;A;D;C;B;D;D;B;C;C;A;D;C;D;E;D;B;A;D;B;A;A;D;E;B;B;A;D;C;C;C;A;D;A;B;D;E;D;B;E;A;D;A;E;C;B;C;C;B;D;A;D;A;A;E;D;A;D;B;C;D;D;A;A;A;A;D;D;C;D;C;C;E;C;B;C;D;B;A;D;B;C;C;E;C
1712088;2;A;C;D;D;D;E;E;B;C;E;E;D;C;B;D;A;D;C;D;E;B;A;E;D;B;A;D;D;D;A;B;D;C;C;E;C;C;D;C;B;D;E;A;C;B;B;D;C;A;E;B;B;D;B;A;C;B;A;C;E;D;E;B;A;D;A;C;B;E;D;A;C;D;E;A;B;C;C;B;D;E;A;D;C;A;B;D;C;E;D
1712087;2;A;C;C;C;D;D;E;D;D;E;D;D;C;B;D;A;A;E;D;E;B;D;B;D;C;A;D;D;D;A;B;B;C;C;C;A;C;A;C;E;D;A;D;A;C;A;D;C;E;D;B;A;D;C;B;C;E;C;E;B;E;E;B;D;A;C;D;B;C;B;B;D;A;A;A;C;B;C;A;D;E;D;D;C;B;E;E;C;B;D
1712083;2;A;C;D;B;D;A;C;D;E;D;C;D;D;C;C;A;E;B;D;E;B;B;B;C;C;D;B;A;D;D;B;D;C;D;D;D;C;D;B;D;D;D;D;D;D;A;D;C;E;D;E;A;C;D;B;A;A;A;;A;D;E;C;D;B;B;C;D;A;A;A;A;E;C;C;E;E;C;A;C;C;D;D;A;E;D;B;A;E;D
